city	day/month/year	temperature	humidity	rainfall	wind_speed	uv_index
Hung Yen	12/08/2024	26.30 °C	90.0%	16.4 mm	15.8 kph	6.0
Ha Nam	12/08/2024	26.70 °C	90.0%	2.9 mm	10.1 kph	6.0
Hoa Binh	12/08/2024	26.80 °C	93.0%	47.0 mm	6.5 kph	6.0
Bac Ninh	12/08/2024	26.60 °C	90.0%	17.6 mm	18.7 kph	6.0
Vinh Phuc	12/08/2024	27.00 °C	88.0%	12.7 mm	11.2 kph	7.0
Phu Tho	12/08/2024	28.90 °C	75.0%	6.3 mm	19.1 kph	7.0
Hanoi	13/08/2024	28.40 °C	80.0%	12.8 mm	13.0 kph	7.0
Hung Yen	13/08/2024	28.00 °C	85.0%	18.8 mm	6.8 kph	7.0
Ha Nam	13/08/2024	28.20 °C	84.0%	31.6 mm	10.1 kph	7.0
Hoa Binh	13/08/2024	27.00 °C	88.0%	13.4 mm	6.1 kph	6.0
Bac Ninh	13/08/2024	28.00 °C	82.0%	9.4 mm	11.9 kph	7.0
Vinh Phuc	13/08/2024	28.40 °C	80.0%	12.8 mm	13.0 kph	7.0
Phu Tho	13/08/2024	28.80 °C	75.0%	6.7 mm	18.0 kph	7.0
Hanoi	14/08/2024	27.80 °C	80.0%	3.5 mm	16.6 kph	7.0
Hung Yen	14/08/2024	28.50 °C	83.0%	17.4 mm	11.2 kph	7.0
Ha Nam	14/08/2024	28.20 °C	84.0%	10.2 mm	7.9 kph	7.0
Hoa Binh	14/08/2024	27.10 °C	87.0%	5.8 mm	8.6 kph	7.0
Bac Ninh	14/08/2024	28.30 °C	79.0%	1.7 mm	15.8 kph	7.0
Vinh Phuc	14/08/2024	27.80 °C	80.0%	3.5 mm	16.6 kph	7.0
Phu Tho	14/08/2024	29.10 °C	74.0%	0.6 mm	10.4 kph	7.0
Hanoi	15/08/2024	28.10 °C	76.0%	0.6 mm	14.4 kph	7.0
Hung Yen	15/08/2024	28.90 °C	79.0%	10.0 mm	10.1 kph	7.0
Ha Nam	15/08/2024	28.30 °C	82.0%	10.3 mm	8.6 kph	7.0
Hoa Binh	15/08/2024	27.40 °C	85.0%	5.5 mm	5.0 kph	7.0
Bac Ninh	15/08/2024	28.20 °C	78.0%	0.0 mm	10.1 kph	7.0
Vinh Phuc	15/08/2024	28.10 °C	76.0%	0.6 mm	14.4 kph	7.0
Phu Tho	15/08/2024	29.60 °C	71.0%	0.7 mm	13.3 kph	7.0
Hanoi	16/08/2024	30.40 °C	71.0%	1.9 mm	7.9 kph	8.0
Hung Yen	16/08/2024	29.10 °C	79.0%	4.4 mm	9.7 kph	7.0
Ha Nam	16/08/2024	28.40 °C	83.0%	2.0 mm	7.9 kph	7.0
Hoa Binh	16/08/2024	28.10 °C	81.0%	4.3 mm	5.8 kph	7.0
Bac Ninh	16/08/2024	30.10 °C	73.0%	0.8 mm	9.0 kph	8.0
Vinh Phuc	16/08/2024	30.40 °C	71.0%	1.9 mm	7.9 kph	8.0
Phu Tho	16/08/2024	28.80 °C	76.0%	2.8 mm	11.5 kph	7.0
Hanoi	17/08/2024	29.30 °C	77.0%	5.4 mm	11.2 kph	7.0
Hung Yen	17/08/2024	29.10 °C	79.0%	5.6 mm	12.6 kph	7.0
Ha Nam	17/08/2024	27.40 °C	86.0%	5.2 mm	8.3 kph	7.0
Hoa Binh	17/08/2024	28.50 °C	83.0%	8.3 mm	6.5 kph	7.0
Bac Ninh	17/08/2024	29.90 °C	74.0%	5.4 mm	15.8 kph	7.0
Vinh Phuc	17/08/2024	29.30 °C	77.0%	5.4 mm	11.2 kph	7.0
Phu Tho	17/08/2024	28.80 °C	75.0%	1.2 mm	11.2 kph	7.0
Hanoi	18/08/2024	30.80 °C	73.0%	3.6 mm	13.3 kph	8.0
Hung Yen	18/08/2024	29.60 °C	80.0%	5.8 mm	11.5 kph	7.0
Ha Nam	18/08/2024	29.10 °C	78.0%	0.4 mm	12.2 kph	7.0
Hoa Binh	18/08/2024	29.20 °C	79.0%	3.0 mm	5.4 kph	8.0
Bac Ninh	18/08/2024	30.50 °C	75.0%	0.4 mm	14.0 kph	8.0
Vinh Phuc	18/08/2024	30.80 °C	73.0%	3.6 mm	13.3 kph	8.0
Phu Tho	18/08/2024	29.40 °C	72.0%	1.0 mm	13.0 kph	7.0
Hanoi	19/08/2024	30.10 °C	78.0%	8.8 mm	11.5 kph	7.0
Hung Yen	19/08/2024	29.60 °C	80.0%	3.2 mm	11.5 kph	7.0
Ha Nam	19/08/2024	29.30 °C	79.0%	2.0 mm	12.2 kph	7.0
Hoa Binh	19/08/2024	28.80 °C	80.0%	6.5 mm	5.4 kph	7.0
Bac Ninh	19/08/2024	29.60 °C	80.0%	6.5 mm	10.4 kph	7.0
Vinh Phuc	19/08/2024	30.10 °C	78.0%	8.8 mm	11.5 kph	7.0
Phu Tho	19/08/2024	29.30 °C	73.0%	0.8 mm	12.2 kph	7.0
Hanoi	20/08/2024	28.90 °C	83.0%	1.9 mm	9.4 kph	7.0
Hung Yen	20/08/2024	29.40 °C	83.0%	11.8 mm	7.6 kph	7.0
Ha Nam	20/08/2024	29.10 °C	82.0%	1.8 mm	7.2 kph	7.0
Hoa Binh	20/08/2024	28.50 °C	86.0%	6.1 mm	5.0 kph	7.0
Bac Ninh	20/08/2024	28.80 °C	84.0%	5.7 mm	11.2 kph	7.0
Vinh Phuc	20/08/2024	28.90 °C	83.0%	1.9 mm	9.4 kph	7.0
Phu Tho	20/08/2024	29.30 °C	72.0%	0.9 mm	10.8 kph	7.0
Hanoi	21/08/2024	28.00 °C	85.0%	10.5 mm	10.4 kph	6.0
Hung Yen	21/08/2024	27.90 °C	88.0%	13.8 mm	12.2 kph	6.0
Ha Nam	21/08/2024	28.60 °C	82.0%	12.1 mm	10.4 kph	7.0
Hoa Binh	21/08/2024	26.90 °C	92.0%	11.6 mm	6.5 kph	6.0
Bac Ninh	21/08/2024	27.90 °C	86.0%	18.8 mm	11.5 kph	6.0
Vinh Phuc	21/08/2024	28.00 °C	85.0%	10.5 mm	10.4 kph	6.0
Phu Tho	21/08/2024	28.80 °C	75.0%	1.7 mm	11.2 kph	7.0
Hanoi	22/08/2024	26.30 °C	93.0%	22.3 mm	10.4 kph	6.0
Hung Yen	22/08/2024	26.90 °C	90.0%	30.9 mm	24.8 kph	6.0
Ha Nam	22/08/2024	27.60 °C	86.0%	11.0 mm	9.4 kph	6.0
Hoa Binh	22/08/2024	25.80 °C	97.0%	18.1 mm	6.1 kph	6.0
Bac Ninh	22/08/2024	26.10 °C	92.0%	21.4 mm	13.3 kph	6.0
Vinh Phuc	22/08/2024	26.30 °C	93.0%	22.3 mm	10.4 kph	6.0
Phu Tho	22/08/2024	29.00 °C	74.0%	1.4 mm	16.9 kph	7.0
Hanoi	23/08/2024	26.00 °C	91.0%	4.7 mm	6.5 kph	6.0
Hung Yen	23/08/2024	27.40 °C	87.0%	8.1 mm	9.0 kph	6.0
Ha Nam	23/08/2024	28.30 °C	82.0%	7.9 mm	9.0 kph	7.0
Hoa Binh	23/08/2024	25.30 °C	94.0%	2.2 mm	4.3 kph	6.0
Bac Ninh	23/08/2024	26.50 °C	91.0%	14.8 mm	8.3 kph	6.0
Vinh Phuc	23/08/2024	26.00 °C	91.0%	4.7 mm	6.5 kph	6.0
Phu Tho	23/08/2024	29.50 °C	70.0%	3.4 mm	15.8 kph	8.0
Hanoi	24/08/2024	28.60 °C	80.0%	16.1 mm	18.4 kph	7.0
Hung Yen	24/08/2024	28.80 °C	83.0%	4.8 mm	16.9 kph	7.0
Ha Nam	24/08/2024	28.90 °C	81.0%	6.6 mm	15.8 kph	7.0
Hoa Binh	24/08/2024	27.80 °C	81.0%	5.2 mm	8.3 kph	7.0
Bac Ninh	24/08/2024	28.10 °C	84.0%	23.7 mm	19.8 kph	7.0
Vinh Phuc	24/08/2024	28.60 °C	80.0%	16.1 mm	18.4 kph	7.0
Phu Tho	24/08/2024	29.20 °C	71.0%	4.4 mm	13.0 kph	8.0
Hanoi	25/08/2024	27.00 °C	78.0%	2.7 mm	15.5 kph	7.0
Hung Yen	25/08/2024	27.30 °C	80.0%	0.8 mm	20.9 kph	8.0
Ha Nam	25/08/2024	26.30 °C	80.0%	0.2 mm	9.0 kph	8.0
Hoa Binh	25/08/2024	26.40 °C	86.0%	1.9 mm	8.3 kph	7.0
Bac Ninh	25/08/2024	26.60 °C	80.0%	5.9 mm	20.5 kph	7.0
Vinh Phuc	25/08/2024	27.00 °C	78.0%	2.7 mm	15.5 kph	7.0
Phu Tho	25/08/2024	28.60 °C	75.0%	2.1 mm	12.2 kph	7.0
Hanoi	26/08/2024	28.80 °C	81.0%	6.4 mm	11.5 kph	7.0
Hung Yen	26/08/2024	28.80 °C	79.0%	3.2 mm	12.6 kph	7.0
Ha Nam	26/08/2024	28.30 °C	81.0%	0.5 mm	10.1 kph	7.0
Hoa Binh	26/08/2024	27.20 °C	84.0%	5.8 mm	7.6 kph	7.0
Bac Ninh	26/08/2024	28.60 °C	79.0%	9.0 mm	15.5 kph	7.0
Vinh Phuc	26/08/2024	28.80 °C	81.0%	6.4 mm	11.5 kph	7.0
Phu Tho	26/08/2024	27.30 °C	81.0%	15.3 mm	19.1 kph	7.0
Hanoi	27/08/2024	29.50 °C	77.0%	5.2 mm	13.0 kph	7.0
Hung Yen	27/08/2024	29.30 °C	79.0%	4.0 mm	11.9 kph	7.0
Ha Nam	27/08/2024	29.00 °C	80.0%	5.5 mm	12.2 kph	7.0
Hoa Binh	27/08/2024	28.30 °C	83.0%	9.8 mm	5.8 kph	7.0
Bac Ninh	27/08/2024	29.20 °C	79.0%	11.2 mm	13.0 kph	7.0
Vinh Phuc	27/08/2024	29.50 °C	77.0%	5.2 mm	13.0 kph	7.0
Phu Tho	27/08/2024	26.50 °C	83.0%	9.1 mm	10.1 kph	7.0
Hanoi	28/08/2024	30.40 °C	73.0%	1.1 mm	10.8 kph	8.0
Hung Yen	28/08/2024	29.80 °C	78.0%	1.4 mm	10.1 kph	7.0
Ha Nam	28/08/2024	29.50 °C	79.0%	0.3 mm	15.8 kph	7.0
Hoa Binh	28/08/2024	28.70 °C	82.0%	5.4 mm	6.5 kph	7.0
Bac Ninh	28/08/2024	30.30 °C	74.0%	0.0 mm	10.4 kph	8.0
Vinh Phuc	28/08/2024	30.40 °C	73.0%	1.1 mm	10.8 kph	8.0
Phu Tho	28/08/2024	27.00 °C	81.0%	10.3 mm	23.4 kph	7.0
Hanoi	29/08/2024	30.80 °C	73.0%	2.6 mm	11.5 kph	8.0
Hung Yen	29/08/2024	30.40 °C	75.0%	1.1 mm	12.2 kph	8.0
Ha Nam	29/08/2024	30.00 °C	77.0%	1.9 mm	15.1 kph	8.0
Hoa Binh	29/08/2024	29.00 °C	82.0%	9.1 mm	5.8 kph	7.0
Bac Ninh	29/08/2024	30.80 °C	73.0%	2.8 mm	12.6 kph	8.0
Vinh Phuc	29/08/2024	30.80 °C	73.0%	2.6 mm	11.5 kph	8.0
Phu Tho	29/08/2024	25.30 °C	89.0%	15.9 mm	16.2 kph	6.0
Hanoi	30/08/2024	30.90 °C	73.0%	4.7 mm	14.8 kph	8.0
Hung Yen	30/08/2024	30.20 °C	75.0%	2.4 mm	15.5 kph	8.0
Ha Nam	30/08/2024	30.20 °C	76.0%	2.9 mm	14.0 kph	8.0
Hoa Binh	30/08/2024	29.30 °C	82.0%	13.8 mm	6.5 kph	7.0
Bac Ninh	30/08/2024	30.50 °C	73.0%	1.8 mm	15.5 kph	8.0
Vinh Phuc	30/08/2024	30.90 °C	73.0%	4.7 mm	14.8 kph	8.0
Phu Tho	30/08/2024	25.90 °C	82.0%	1.5 mm	18.0 kph	6.0
Hanoi	31/08/2024	29.40 °C	78.0%	1.5 mm	13.7 kph	7.0
Hung Yen	31/08/2024	29.40 °C	76.0%	1.3 mm	17.3 kph	7.0
Ha Nam	31/08/2024	29.00 °C	81.0%	8.7 mm	14.8 kph	7.0
Hoa Binh	31/08/2024	27.80 °C	89.0%	16.1 mm	5.8 kph	7.0
Bac Ninh	31/08/2024	29.60 °C	75.0%	0.8 mm	16.9 kph	7.0
Vinh Phuc	31/08/2024	29.40 °C	78.0%	1.5 mm	13.7 kph	7.0
Phu Tho	31/08/2024	27.00 °C	77.0%	6.1 mm	14.8 kph	7.0
Hanoi	01/09/2024	29.60 °C	76.0%	2.8 mm	11.2 kph	7.0
Hung Yen	01/09/2024	29.00 °C	78.0%	1.8 mm	12.2 kph	7.0
Ha Nam	01/09/2024	28.60 °C	79.0%	4.6 mm	11.5 kph	7.0
Hoa Binh	01/09/2024	28.50 °C	80.0%	1.1 mm	6.1 kph	7.0
Bac Ninh	01/09/2024	29.10 °C	78.0%	5.3 mm	10.1 kph	7.0
Vinh Phuc	01/09/2024	29.60 °C	76.0%	2.8 mm	11.2 kph	7.0
Phu Tho	01/09/2024	25.40 °C	90.0%	23.4 mm	8.6 kph	6.0
Hanoi	02/09/2024	29.70 °C	77.0%	1.5 mm	9.4 kph	7.0
Hung Yen	02/09/2024	29.30 °C	79.0%	7.0 mm	9.4 kph	7.0
Ha Nam	02/09/2024	28.80 °C	80.0%	0.6 mm	12.6 kph	7.0
Hoa Binh	02/09/2024	28.00 °C	85.0%	5.6 mm	6.8 kph	7.0
Bac Ninh	02/09/2024	29.70 °C	77.0%	3.9 mm	9.0 kph	7.0
Vinh Phuc	02/09/2024	29.70 °C	77.0%	1.5 mm	9.4 kph	7.0
Phu Tho	02/09/2024	25.00 °C	92.0%	9.4 mm	15.1 kph	6.0
Hanoi	03/09/2024	29.80 °C	75.0%	2.6 mm	8.6 kph	8.0
Hung Yen	03/09/2024	29.40 °C	78.0%	1.7 mm	9.7 kph	7.0
Ha Nam	03/09/2024	28.90 °C	77.0%	0.2 mm	10.1 kph	7.0
Hoa Binh	03/09/2024	28.40 °C	84.0%	6.3 mm	4.3 kph	7.0
Bac Ninh	03/09/2024	29.70 °C	76.0%	4.5 mm	9.4 kph	7.0
Vinh Phuc	03/09/2024	29.80 °C	75.0%	2.6 mm	8.6 kph	8.0
Phu Tho	03/09/2024	25.10 °C	91.0%	12.8 mm	23.0 kph	6.0
Hanoi	04/09/2024	30.60 °C	68.0%	0.0 mm	10.4 kph	9.0
Hung Yen	04/09/2024	29.90 °C	75.0%	0.4 mm	9.7 kph	8.0
Ha Nam	04/09/2024	29.30 °C	77.0%	0.0 mm	14.4 kph	8.0
Hoa Binh	04/09/2024	29.20 °C	76.0%	0.2 mm	7.6 kph	7.0
Bac Ninh	04/09/2024	30.30 °C	71.0%	0.0 mm	10.4 kph	9.0
Vinh Phuc	04/09/2024	30.60 °C	68.0%	0.0 mm	10.4 kph	9.0
Phu Tho	04/09/2024	27.10 °C	82.0%	7.2 mm	23.0 kph	7.0
Hanoi	05/09/2024	31.00 °C	69.0%	1.6 mm	13.7 kph	8.0
Hung Yen	05/09/2024	30.50 °C	72.0%	0.8 mm	15.8 kph	8.0
Ha Nam	05/09/2024	29.90 °C	72.0%	0.5 mm	9.4 kph	9.0
Hoa Binh	05/09/2024	29.40 °C	75.0%	4.5 mm	8.3 kph	7.0
Bac Ninh	05/09/2024	30.80 °C	71.0%	1.8 mm	11.2 kph	8.0
Vinh Phuc	05/09/2024	31.00 °C	69.0%	1.6 mm	13.7 kph	8.0
Phu Tho	05/09/2024	26.70 °C	86.0%	13.4 mm	24.8 kph	7.0
Hanoi	06/09/2024	31.20 °C	67.0%	2.2 mm	18.4 kph	8.0
Hung Yen	06/09/2024	31.00 °C	69.0%	0.0 mm	22.3 kph	8.0
Ha Nam	06/09/2024	31.00 °C	68.0%	0.1 mm	18.4 kph	9.0
Hoa Binh	06/09/2024	30.10 °C	72.0%	2.4 mm	11.2 kph	9.0
Bac Ninh	06/09/2024	31.20 °C	68.0%	0.4 mm	21.2 kph	9.0
Vinh Phuc	06/09/2024	31.20 °C	67.0%	2.2 mm	18.4 kph	8.0
Phu Tho	06/09/2024	26.90 °C	84.0%	7.7 mm	22.7 kph	6.0
Hanoi	07/09/2024	25.40 °C	89.0%	65.9 mm	37.8 kph	6.0
Hung Yen	07/09/2024	24.90 °C	90.0%	164.8 mm	55.8 kph	6.0
Ha Nam	07/09/2024	25.80 °C	91.0%	16.1 mm	19.4 kph	6.0
Hoa Binh	07/09/2024	24.90 °C	95.0%	53.7 mm	13.7 kph	6.0
Bac Ninh	07/09/2024	25.40 °C	87.0%	112.0 mm	55.8 kph	6.0
Vinh Phuc	07/09/2024	25.40 °C	89.0%	65.9 mm	37.8 kph	6.0
Phu Tho	07/09/2024	27.50 °C	82.0%	10.6 mm	23.8 kph	7.0
Hanoi	08/09/2024	25.70 °C	93.0%	30.0 mm	37.8 kph	6.0
Hung Yen	08/09/2024	27.10 °C	91.0%	74.8 mm	31.7 kph	6.0
Ha Nam	08/09/2024	27.60 °C	85.0%	7.3 mm	16.9 kph	7.0
Hoa Binh	08/09/2024	25.20 °C	95.0%	22.1 mm	18.4 kph	6.0
Bac Ninh	08/09/2024	26.30 °C	91.0%	38.6 mm	44.3 kph	6.0
Vinh Phuc	08/09/2024	25.70 °C	93.0%	30.0 mm	37.8 kph	6.0
Phu Tho	08/09/2024	27.70 °C	78.0%	1.1 mm	20.9 kph	7.0
Hanoi	09/09/2024	25.70 °C	95.0%	16.9 mm	7.6 kph	6.0
Hung Yen	09/09/2024	26.80 °C	90.0%	16.2 mm	13.0 kph	6.0
Ha Nam	09/09/2024	26.60 °C	88.0%	7.5 mm	6.8 kph	7.0
Hoa Binh	09/09/2024	24.70 °C	96.0%	8.7 mm	3.2 kph	6.0
Bac Ninh	09/09/2024	26.00 °C	92.0%	6.7 mm	9.4 kph	6.0
Vinh Phuc	09/09/2024	25.70 °C	95.0%	16.9 mm	7.6 kph	6.0
Phu Tho	09/09/2024	28.30 °C	75.0%	0.4 mm	18.4 kph	7.0
Hanoi	10/09/2024	24.90 °C	95.0%	10.4 mm	10.8 kph	6.0
Hung Yen	10/09/2024	24.80 °C	96.0%	101.7 mm	10.8 kph	6.0
Ha Nam	10/09/2024	25.50 °C	94.0%	14.3 mm	10.1 kph	6.0
Hoa Binh	10/09/2024	24.30 °C	97.0%	15.1 mm	4.3 kph	6.0
Bac Ninh	10/09/2024	24.90 °C	93.0%	22.8 mm	9.7 kph	6.0
Vinh Phuc	10/09/2024	24.90 °C	95.0%	10.4 mm	10.8 kph	6.0
Phu Tho	10/09/2024	28.10 °C	79.0%	1.9 mm	13.3 kph	7.0
Hanoi	11/09/2024	24.30 °C	95.0%	38.0 mm	19.4 kph	6.0
Hung Yen	11/09/2024	24.40 °C	97.0%	77.9 mm	10.8 kph	5.0
Ha Nam	11/09/2024	25.50 °C	91.0%	11.9 mm	11.5 kph	6.0
Hoa Binh	11/09/2024	23.90 °C	96.0%	22.9 mm	6.8 kph	6.0
Bac Ninh	11/09/2024	24.30 °C	94.0%	53.1 mm	19.8 kph	6.0
Vinh Phuc	11/09/2024	24.30 °C	95.0%	38.0 mm	19.4 kph	6.0
Phu Tho	11/09/2024	25.40 °C	91.0%	27.9 mm	15.5 kph	6.0
Hanoi	12/09/2024	24.60 °C	92.0%	37.5 mm	14.8 kph	6.0
Hung Yen	12/09/2024	25.90 °C	90.0%	10.0 mm	10.8 kph	6.0
Ha Nam	12/09/2024	24.60 °C	93.0%	11.9 mm	10.1 kph	6.0
Hoa Binh	12/09/2024	23.60 °C	95.0%	23.2 mm	5.4 kph	6.0
Bac Ninh	12/09/2024	25.40 °C	90.0%	10.5 mm	12.6 kph	6.0
Vinh Phuc	12/09/2024	24.60 °C	92.0%	37.5 mm	14.8 kph	6.0
Phu Tho	12/09/2024	26.70 °C	87.0%	15.0 mm	14.0 kph	7.0
Hanoi	13/09/2024	27.40 °C	82.0%	7.5 mm	11.2 kph	7.0
Hung Yen	13/09/2024	27.40 °C	81.0%	5.0 mm	11.5 kph	7.0
Ha Nam	13/09/2024	27.10 °C	83.0%	6.4 mm	12.6 kph	7.0
Hoa Binh	13/09/2024	26.30 °C	86.0%	7.7 mm	7.2 kph	7.0
Bac Ninh	13/09/2024	27.80 °C	79.0%	5.7 mm	14.4 kph	7.0
Vinh Phuc	13/09/2024	27.40 °C	82.0%	7.5 mm	11.2 kph	7.0
Phu Tho	13/09/2024	25.70 °C	91.0%	18.8 mm	15.1 kph	6.0
Hanoi	14/09/2024	28.70 °C	78.0%	1.8 mm	11.5 kph	7.0
Hung Yen	14/09/2024	27.90 °C	82.0%	8.6 mm	9.0 kph	7.0
Ha Nam	14/09/2024	27.60 °C	82.0%	1.2 mm	11.5 kph	7.0
Hoa Binh	14/09/2024	27.50 °C	81.0%	0.2 mm	6.8 kph	7.0
Bac Ninh	14/09/2024	28.40 °C	79.0%	3.5 mm	10.8 kph	7.0
Vinh Phuc	14/09/2024	28.70 °C	78.0%	1.8 mm	11.5 kph	7.0
Phu Tho	14/09/2024	26.00 °C	88.0%	6.7 mm	18.4 kph	6.0
Hanoi	15/09/2024	28.60 °C	81.0%	9.8 mm	10.1 kph	7.0
Hung Yen	15/09/2024	28.20 °C	81.0%	6.3 mm	11.2 kph	7.0
Ha Nam	15/09/2024	28.00 °C	80.0%	4.2 mm	13.0 kph	7.0
Hoa Binh	15/09/2024	27.30 °C	87.0%	18.0 mm	5.4 kph	7.0
Bac Ninh	15/09/2024	28.50 °C	81.0%	16.6 mm	9.4 kph	7.0
Vinh Phuc	15/09/2024	28.60 °C	81.0%	9.8 mm	10.1 kph	7.0
Phu Tho	15/09/2024	26.80 °C	85.0%	12.1 mm	19.4 kph	7.0
Hanoi	16/09/2024	28.50 °C	78.0%	14.2 mm	11.2 kph	7.0
Hung Yen	16/09/2024	28.00 °C	80.0%	8.3 mm	9.4 kph	7.0
Ha Nam	16/09/2024	28.00 °C	80.0%	4.5 mm	12.2 kph	7.0
Hoa Binh	16/09/2024	27.00 °C	87.0%	22.4 mm	6.1 kph	7.0
Bac Ninh	16/09/2024	28.70 °C	76.0%	5.2 mm	12.2 kph	7.0
Vinh Phuc	16/09/2024	28.50 °C	78.0%	14.2 mm	11.2 kph	7.0
Phu Tho	16/09/2024	27.10 °C	82.0%	9.3 mm	15.8 kph	7.0
Hanoi	17/09/2024	27.80 °C	82.0%	26.5 mm	15.1 kph	7.0
Hung Yen	17/09/2024	27.70 °C	83.0%	12.2 mm	9.7 kph	7.0
Ha Nam	17/09/2024	26.90 °C	87.0%	13.1 mm	16.6 kph	7.0
Hoa Binh	17/09/2024	26.40 °C	89.0%	26.5 mm	7.9 kph	6.0
Bac Ninh	17/09/2024	28.20 °C	78.0%	15.5 mm	17.3 kph	7.0
Vinh Phuc	17/09/2024	27.80 °C	82.0%	26.5 mm	15.1 kph	7.0
Phu Tho	17/09/2024	25.90 °C	88.0%	38.2 mm	19.4 kph	6.0
Hanoi	18/09/2024	25.60 °C	92.0%	24.9 mm	16.2 kph	6.0
Hung Yen	18/09/2024	27.20 °C	85.0%	17.0 mm	8.6 kph	7.0
Ha Nam	18/09/2024	25.80 °C	91.0%	28.5 mm	13.7 kph	6.0
Hoa Binh	18/09/2024	24.70 °C	95.0%	30.4 mm	6.8 kph	6.0
Bac Ninh	18/09/2024	26.70 °C	87.0%	29.8 mm	10.1 kph	6.0
Vinh Phuc	18/09/2024	25.60 °C	92.0%	24.9 mm	16.2 kph	6.0
Phu Tho	18/09/2024	25.50 °C	90.0%	13.7 mm	16.9 kph	6.0
Hanoi	19/09/2024	27.10 °C	82.0%	8.9 mm	19.4 kph	7.0
Hung Yen	19/09/2024	26.70 °C	84.0%	5.4 mm	17.3 kph	7.0
Ha Nam	19/09/2024	24.70 °C	92.0%	13.7 mm	16.2 kph	6.0
Hoa Binh	19/09/2024	26.10 °C	88.0%	15.9 mm	10.8 kph	7.0
Bac Ninh	19/09/2024	27.90 °C	78.0%	0.6 mm	22.3 kph	7.0
Vinh Phuc	19/09/2024	27.10 °C	82.0%	8.9 mm	19.4 kph	7.0
Phu Tho	19/09/2024	26.00 °C	88.0%	8.7 mm	22.7 kph	6.0
Hanoi	20/09/2024	26.00 °C	89.0%	17.1 mm	11.9 kph	6.0
Hung Yen	20/09/2024	27.90 °C	81.0%	8.5 mm	7.6 kph	7.0
Ha Nam	20/09/2024	25.20 °C	92.0%	6.2 mm	11.5 kph	6.0
Hoa Binh	20/09/2024	25.00 °C	93.0%	18.5 mm	5.4 kph	6.0
Bac Ninh	20/09/2024	27.60 °C	82.0%	8.5 mm	9.4 kph	7.0
Vinh Phuc	20/09/2024	26.00 °C	89.0%	17.1 mm	11.9 kph	6.0
Phu Tho	20/09/2024	26.60 °C	86.0%	8.7 mm	22.7 kph	6.0
Hanoi	21/09/2024	27.80 °C	84.0%	19.4 mm	15.8 kph	7.0
Hung Yen	21/09/2024	27.60 °C	86.0%	15.1 mm	10.4 kph	7.0
Ha Nam	21/09/2024	26.70 °C	87.0%	15.5 mm	18.0 kph	7.0
Hoa Binh	21/09/2024	26.70 °C	91.0%	22.0 mm	7.6 kph	7.0
Bac Ninh	21/09/2024	28.50 °C	80.0%	10.1 mm	18.4 kph	7.0
Vinh Phuc	21/09/2024	27.80 °C	84.0%	19.4 mm	15.8 kph	7.0
Phu Tho	21/09/2024	26.70 °C	84.0%	6.5 mm	24.1 kph	6.0
Hanoi	22/09/2024	25.10 °C	89.0%	24.7 mm	22.7 kph	6.0
Hung Yen	22/09/2024	25.60 °C	85.0%	36.1 mm	22.7 kph	6.0
Ha Nam	22/09/2024	24.20 °C	94.0%	56.2 mm	31.0 kph	6.0
Hoa Binh	22/09/2024	24.40 °C	96.0%	29.0 mm	8.3 kph	6.0
Bac Ninh	22/09/2024	25.30 °C	84.0%	34.8 mm	30.6 kph	6.0
Vinh Phuc	22/09/2024	25.10 °C	89.0%	24.7 mm	22.7 kph	6.0
Phu Tho	22/09/2024	25.10 °C	91.0%	3.2 mm	11.2 kph	6.0
Hanoi	23/09/2024	25.20 °C	73.0%	0.0 mm	13.7 kph	6.0
Hung Yen	23/09/2024	25.30 °C	68.0%	0.1 mm	15.8 kph	6.0
Ha Nam	23/09/2024	24.00 °C	82.0%	9.4 mm	14.8 kph	6.0
Hoa Binh	23/09/2024	25.10 °C	84.0%	0.6 mm	6.1 kph	6.0
Bac Ninh	23/09/2024	24.80 °C	67.0%	0.0 mm	17.6 kph	6.0
Vinh Phuc	23/09/2024	25.20 °C	73.0%	0.0 mm	13.7 kph	6.0
Phu Tho	23/09/2024	26.20 °C	84.0%	5.6 mm	9.7 kph	6.0
Hanoi	24/09/2024	23.40 °C	82.0%	1.1 mm	13.3 kph	6.0
Hung Yen	24/09/2024	22.00 °C	91.0%	1.9 mm	10.1 kph	5.0
Ha Nam	24/09/2024	21.60 °C	92.0%	11.6 mm	9.0 kph	5.0
Hoa Binh	24/09/2024	22.90 °C	87.0%	0.4 mm	6.1 kph	6.0
Bac Ninh	24/09/2024	23.10 °C	83.0%	0.9 mm	10.8 kph	6.0
Vinh Phuc	24/09/2024	23.40 °C	82.0%	1.1 mm	13.3 kph	6.0
Phu Tho	24/09/2024	27.20 °C	79.0%	0.0 mm	7.2 kph	8.0
Hanoi	25/09/2024	24.50 °C	85.0%	0.1 mm	7.6 kph	6.0
Hung Yen	25/09/2024	24.80 °C	83.0%	0.1 mm	7.2 kph	6.0
Ha Nam	25/09/2024	24.20 °C	82.0%	0.1 mm	5.8 kph	6.0
Hoa Binh	25/09/2024	24.40 °C	84.0%	0.0 mm	5.0 kph	6.0
Bac Ninh	25/09/2024	24.10 °C	82.0%	0.5 mm	7.6 kph	6.0
Vinh Phuc	25/09/2024	24.50 °C	85.0%	0.1 mm	7.6 kph	6.0
Phu Tho	25/09/2024	27.30 °C	82.0%	12.9 mm	10.1 kph	7.0
