city	day/month/year	temperature	humidity	rainfall	wind_speed	uv_index
Ho Chi Minh City	05/08/2024	25.90 °C	88.0%	13.0 mm	10.8 kph	6.0
Binh Phuoc	05/08/2024	25.90 °C	89.0%	7.6 mm	11.2 kph	6.0
Dong Nai	05/08/2024	29.10 °C	72.0%	0.0 mm	14.8 kph	7.0
Ba Ria Vung Tau	05/08/2024	27.20 °C	82.0%	9.9 mm	21.2 kph	6.0
Tien Giang	05/08/2024	29.40 °C	76.0%	1.5 mm	15.5 kph	7.0
Tay Ninh	05/08/2024	26.60 °C	85.0%	13.8 mm	14.8 kph	6.0
Binh Duong	05/08/2024	27.60 °C	74.0%	1.2 mm	15.5 kph	7.0
Ho Chi Minh City	06/08/2024	27.80 °C	80.0%	8.5 mm	10.8 kph	7.0
Binh Phuoc	06/08/2024	27.60 °C	82.0%	13.9 mm	11.5 kph	7.0
Dong Nai	06/08/2024	29.30 °C	72.0%	0.3 mm	12.2 kph	7.0
Ba Ria Vung Tau	06/08/2024	27.60 °C	81.0%	11.7 mm	18.0 kph	6.0
Tien Giang	06/08/2024	29.30 °C	78.0%	7.9 mm	14.8 kph	7.0
Tay Ninh	06/08/2024	28.40 °C	76.0%	9.7 mm	19.4 kph	7.0
Binh Duong	06/08/2024	27.90 °C	75.0%	1.4 mm	18.0 kph	7.0
Ho Chi Minh City	07/08/2024	28.50 °C	75.0%	3.1 mm	15.1 kph	7.0
Binh Phuoc	07/08/2024	27.50 °C	83.0%	10.9 mm	14.0 kph	7.0
Dong Nai	07/08/2024	30.30 °C	69.0%	0.0 mm	15.1 kph	8.0
Ba Ria Vung Tau	07/08/2024	28.10 °C	80.0%	7.9 mm	23.4 kph	6.0
Tien Giang	07/08/2024	30.00 °C	77.0%	5.4 mm	16.9 kph	8.0
Tay Ninh	07/08/2024	29.10 °C	72.0%	0.6 mm	21.2 kph	7.0
Binh Duong	07/08/2024	28.10 °C	75.0%	0.5 mm	16.9 kph	7.0
Ho Chi Minh City	08/08/2024	28.20 °C	77.0%	1.4 mm	18.0 kph	7.0
Binh Phuoc	08/08/2024	27.50 °C	82.0%	3.0 mm	15.1 kph	7.0
Dong Nai	08/08/2024	31.40 °C	64.0%	0.6 mm	14.8 kph	8.0
Ba Ria Vung Tau	08/08/2024	28.00 °C	81.0%	16.2 mm	20.9 kph	6.0
Tien Giang	08/08/2024	30.60 °C	76.0%	8.1 mm	18.4 kph	8.0
Tay Ninh	08/08/2024	28.90 °C	73.0%	0.7 mm	22.0 kph	7.0
Binh Duong	08/08/2024	28.50 °C	77.0%	1.1 mm	18.0 kph	7.0
Ho Chi Minh City	09/08/2024	28.70 °C	75.0%	0.7 mm	16.6 kph	7.0
Binh Phuoc	09/08/2024	28.00 °C	80.0%	1.3 mm	15.8 kph	7.0
Dong Nai	09/08/2024	32.60 °C	58.0%	0.0 mm	20.5 kph	9.0
Ba Ria Vung Tau	09/08/2024	28.30 °C	80.0%	12.2 mm	23.4 kph	7.0
Tien Giang	09/08/2024	32.10 °C	70.0%	0.7 mm	16.9 kph	8.0
Tay Ninh	09/08/2024	29.50 °C	71.0%	0.1 mm	23.0 kph	7.0
Binh Duong	09/08/2024	29.60 °C	73.0%	2.3 mm	20.2 kph	7.0
Ho Chi Minh City	10/08/2024	29.10 °C	72.0%	0.5 mm	16.9 kph	7.0
Binh Phuoc	10/08/2024	28.60 °C	76.0%	0.0 mm	16.9 kph	7.0
Dong Nai	10/08/2024	32.80 °C	57.0%	0.0 mm	18.4 kph	9.0
Ba Ria Vung Tau	10/08/2024	28.40 °C	81.0%	4.0 mm	24.1 kph	7.0
Tien Giang	10/08/2024	32.00 °C	70.0%	1.3 mm	15.1 kph	8.0
Tay Ninh	10/08/2024	29.90 °C	69.0%	0.1 mm	24.5 kph	8.0
Binh Duong	10/08/2024	30.10 °C	69.0%	0.2 mm	19.8 kph	8.0
Ho Chi Minh City	11/08/2024	29.20 °C	72.0%	0.6 mm	16.6 kph	7.0
Binh Phuoc	11/08/2024	28.70 °C	75.0%	1.3 mm	16.6 kph	7.0
Dong Nai	11/08/2024	32.20 °C	61.0%	0.3 mm	13.7 kph	8.0
Ba Ria Vung Tau	11/08/2024	28.70 °C	80.0%	1.4 mm	20.5 kph	7.0
Tien Giang	11/08/2024	30.80 °C	74.0%	23.9 mm	19.8 kph	8.0
Tay Ninh	11/08/2024	30.10 °C	69.0%	0.1 mm	23.8 kph	8.0
Binh Duong	11/08/2024	28.90 °C	75.0%	18.2 mm	19.8 kph	7.0
Ho Chi Minh City	12/08/2024	28.90 °C	75.0%	6.3 mm	19.1 kph	7.0
Binh Phuoc	12/08/2024	28.30 °C	78.0%	4.6 mm	18.4 kph	7.0
Dong Nai	12/08/2024	28.90 °C	79.0%	9.9 mm	6.8 kph	7.0
Ba Ria Vung Tau	12/08/2024	28.60 °C	80.0%	13.0 mm	25.6 kph	7.0
Tien Giang	12/08/2024	27.00 °C	88.0%	12.7 mm	11.2 kph	7.0
Tay Ninh	12/08/2024	29.60 °C	71.0%	6.0 mm	26.3 kph	7.0
Binh Duong	12/08/2024	28.70 °C	77.0%	3.1 mm	16.2 kph	7.0
Ho Chi Minh City	13/08/2024	28.80 °C	75.0%	6.7 mm	18.0 kph	7.0
Binh Phuoc	13/08/2024	28.30 °C	79.0%	4.5 mm	16.6 kph	7.0
Dong Nai	13/08/2024	29.10 °C	74.0%	0.2 mm	7.2 kph	7.0
Ba Ria Vung Tau	13/08/2024	28.60 °C	79.0%	4.7 mm	20.5 kph	7.0
Tien Giang	13/08/2024	28.40 °C	80.0%	12.8 mm	13.0 kph	7.0
Tay Ninh	13/08/2024	29.40 °C	72.0%	3.9 mm	22.7 kph	7.0
Binh Duong	13/08/2024	28.80 °C	75.0%	1.9 mm	18.7 kph	7.0
Ho Chi Minh City	14/08/2024	29.10 °C	74.0%	0.6 mm	10.4 kph	7.0
Binh Phuoc	14/08/2024	28.60 °C	77.0%	2.0 mm	10.1 kph	7.0
Dong Nai	14/08/2024	29.30 °C	75.0%	2.7 mm	16.6 kph	7.0
Ba Ria Vung Tau	14/08/2024	28.40 °C	80.0%	10.1 mm	23.8 kph	7.0
Tien Giang	14/08/2024	27.80 °C	80.0%	3.5 mm	16.6 kph	7.0
Tay Ninh	14/08/2024	30.00 °C	70.0%	0.8 mm	19.1 kph	7.0
Binh Duong	14/08/2024	28.80 °C	74.0%	2.0 mm	18.0 kph	7.0
Ho Chi Minh City	15/08/2024	29.60 °C	71.0%	0.7 mm	13.3 kph	7.0
Binh Phuoc	15/08/2024	29.00 °C	75.0%	2.4 mm	13.0 kph	7.0
Dong Nai	15/08/2024	29.40 °C	75.0%	1.9 mm	15.1 kph	7.0
Ba Ria Vung Tau	15/08/2024	28.70 °C	79.0%	6.9 mm	20.2 kph	7.0
Tien Giang	15/08/2024	28.10 °C	76.0%	0.6 mm	14.4 kph	7.0
Tay Ninh	15/08/2024	30.20 °C	67.0%	0.3 mm	20.5 kph	7.0
Binh Duong	15/08/2024	29.30 °C	75.0%	2.9 mm	17.6 kph	7.0
Ho Chi Minh City	16/08/2024	28.80 °C	76.0%	2.8 mm	11.5 kph	7.0
Binh Phuoc	16/08/2024	28.30 °C	79.0%	2.5 mm	10.8 kph	7.0
Dong Nai	16/08/2024	28.60 °C	79.0%	2.9 mm	14.4 kph	7.0
Ba Ria Vung Tau	16/08/2024	28.50 °C	79.0%	12.9 mm	19.4 kph	6.0
Tien Giang	16/08/2024	30.40 °C	71.0%	1.9 mm	7.9 kph	8.0
Tay Ninh	16/08/2024	29.80 °C	70.0%	0.6 mm	18.7 kph	7.0
Binh Duong	16/08/2024	28.10 °C	79.0%	13.0 mm	19.1 kph	7.0
Ho Chi Minh City	17/08/2024	28.80 °C	75.0%	1.2 mm	11.2 kph	7.0
Binh Phuoc	17/08/2024	28.30 °C	78.0%	1.2 mm	10.4 kph	7.0
Dong Nai	17/08/2024	27.90 °C	77.0%	0.3 mm	15.1 kph	7.0
Ba Ria Vung Tau	17/08/2024	29.00 °C	76.0%	3.8 mm	18.7 kph	7.0
Tien Giang	17/08/2024	29.30 °C	77.0%	5.4 mm	11.2 kph	7.0
Tay Ninh	17/08/2024	29.90 °C	69.0%	0.9 mm	16.2 kph	7.0
Binh Duong	17/08/2024	28.10 °C	80.0%	28.0 mm	20.9 kph	7.0
Ho Chi Minh City	18/08/2024	29.40 °C	72.0%	1.0 mm	13.0 kph	7.0
Binh Phuoc	18/08/2024	28.80 °C	75.0%	1.0 mm	13.0 kph	7.0
Dong Nai	18/08/2024	30.50 °C	67.0%	0.0 mm	13.7 kph	8.0
Ba Ria Vung Tau	18/08/2024	28.90 °C	76.0%	1.7 mm	18.4 kph	7.0
Tien Giang	18/08/2024	30.80 °C	73.0%	3.6 mm	13.3 kph	8.0
Tay Ninh	18/08/2024	30.10 °C	67.0%	0.1 mm	15.8 kph	8.0
Binh Duong	18/08/2024	28.50 °C	77.0%	0.3 mm	19.8 kph	7.0
Ho Chi Minh City	19/08/2024	29.30 °C	73.0%	0.8 mm	12.2 kph	7.0
Binh Phuoc	19/08/2024	28.70 °C	77.0%	0.6 mm	11.9 kph	7.0
Dong Nai	19/08/2024	30.80 °C	65.0%	0.0 mm	16.9 kph	9.0
Ba Ria Vung Tau	19/08/2024	28.80 °C	78.0%	3.6 mm	20.5 kph	7.0
Tien Giang	19/08/2024	30.10 °C	78.0%	8.8 mm	11.5 kph	7.0
Tay Ninh	19/08/2024	30.30 °C	67.0%	0.3 mm	18.7 kph	7.0
Binh Duong	19/08/2024	29.40 °C	74.0%	1.8 mm	19.1 kph	7.0
Ho Chi Minh City	20/08/2024	29.30 °C	72.0%	0.9 mm	10.8 kph	7.0
Binh Phuoc	20/08/2024	28.60 °C	76.0%	1.0 mm	9.7 kph	7.0
Dong Nai	20/08/2024	30.20 °C	66.0%	0.0 mm	13.0 kph	8.0
Ba Ria Vung Tau	20/08/2024	28.70 °C	78.0%	4.9 mm	16.9 kph	6.0
Tien Giang	20/08/2024	28.90 °C	83.0%	1.9 mm	9.4 kph	7.0
Tay Ninh	20/08/2024	30.40 °C	65.0%	0.4 mm	16.9 kph	7.0
Binh Duong	20/08/2024	27.90 °C	79.0%	6.9 mm	17.3 kph	7.0
Ho Chi Minh City	21/08/2024	28.80 °C	75.0%	1.7 mm	11.2 kph	7.0
Binh Phuoc	21/08/2024	28.40 °C	77.0%	1.6 mm	10.1 kph	7.0
Dong Nai	21/08/2024	31.40 °C	60.0%	0.1 mm	15.5 kph	8.0
Ba Ria Vung Tau	21/08/2024	28.60 °C	77.0%	4.1 mm	18.4 kph	6.0
Tien Giang	21/08/2024	28.00 °C	85.0%	10.5 mm	10.4 kph	6.0
Tay Ninh	21/08/2024	29.90 °C	68.0%	0.3 mm	20.9 kph	7.0
Binh Duong	21/08/2024	28.90 °C	73.0%	0.3 mm	15.8 kph	7.0
Ho Chi Minh City	22/08/2024	29.00 °C	74.0%	1.4 mm	16.9 kph	7.0
Binh Phuoc	22/08/2024	28.50 °C	78.0%	2.4 mm	14.4 kph	7.0
Dong Nai	22/08/2024	31.10 °C	63.0%	0.6 mm	13.0 kph	8.0
Ba Ria Vung Tau	22/08/2024	29.00 °C	76.0%	0.4 mm	20.5 kph	6.0
Tien Giang	22/08/2024	26.30 °C	93.0%	22.3 mm	10.4 kph	6.0
Tay Ninh	22/08/2024	29.60 °C	70.0%	0.2 mm	18.4 kph	7.0
Binh Duong	22/08/2024	28.40 °C	73.0%	8.6 mm	22.0 kph	7.0
Ho Chi Minh City	23/08/2024	29.50 °C	70.0%	3.4 mm	15.8 kph	8.0
Binh Phuoc	23/08/2024	29.10 °C	72.0%	0.7 mm	16.2 kph	8.0
Dong Nai	23/08/2024	29.80 °C	68.0%	0.9 mm	6.8 kph	7.0
Ba Ria Vung Tau	23/08/2024	28.70 °C	76.0%	6.5 mm	26.3 kph	7.0
Tien Giang	23/08/2024	26.00 °C	91.0%	4.7 mm	6.5 kph	6.0
Tay Ninh	23/08/2024	30.20 °C	66.0%	1.6 mm	22.0 kph	8.0
Binh Duong	23/08/2024	27.60 °C	78.0%	9.8 mm	18.4 kph	7.0
Ho Chi Minh City	24/08/2024	29.20 °C	71.0%	4.4 mm	13.0 kph	8.0
Binh Phuoc	24/08/2024	28.70 °C	75.0%	2.8 mm	13.3 kph	8.0
Dong Nai	24/08/2024	29.70 °C	71.0%	0.2 mm	13.0 kph	7.0
Ba Ria Vung Tau	24/08/2024	28.40 °C	77.0%	6.1 mm	25.6 kph	7.0
Tien Giang	24/08/2024	28.60 °C	80.0%	16.1 mm	18.4 kph	7.0
Tay Ninh	24/08/2024	30.20 °C	65.0%	0.7 mm	20.5 kph	8.0
Binh Duong	24/08/2024	27.70 °C	76.0%	3.9 mm	17.6 kph	7.0
Ho Chi Minh City	25/08/2024	28.60 °C	75.0%	2.1 mm	12.2 kph	7.0
Binh Phuoc	25/08/2024	28.00 °C	79.0%	4.5 mm	11.5 kph	7.0
Dong Nai	25/08/2024	28.00 °C	76.0%	2.1 mm	10.8 kph	8.0
Ba Ria Vung Tau	25/08/2024	28.50 °C	76.0%	6.2 mm	18.7 kph	7.0
Tien Giang	25/08/2024	27.00 °C	78.0%	2.7 mm	15.5 kph	7.0
Tay Ninh	25/08/2024	29.50 °C	70.0%	3.3 mm	18.4 kph	7.0
Binh Duong	25/08/2024	28.00 °C	78.0%	5.0 mm	18.4 kph	7.0
Ho Chi Minh City	26/08/2024	27.30 °C	81.0%	15.3 mm	19.1 kph	7.0
Binh Phuoc	26/08/2024	26.60 °C	85.0%	9.5 mm	18.0 kph	7.0
Dong Nai	26/08/2024	28.80 °C	74.0%	0.1 mm	13.0 kph	8.0
Ba Ria Vung Tau	26/08/2024	27.40 °C	81.0%	14.6 mm	31.7 kph	6.0
Tien Giang	26/08/2024	28.80 °C	81.0%	6.4 mm	11.5 kph	7.0
Tay Ninh	26/08/2024	28.00 °C	78.0%	16.4 mm	24.8 kph	7.0
Binh Duong	26/08/2024	28.10 °C	75.0%	0.4 mm	18.7 kph	7.0
Ho Chi Minh City	27/08/2024	26.50 °C	83.0%	9.1 mm	10.1 kph	7.0
Binh Phuoc	27/08/2024	26.20 °C	85.0%	7.2 mm	11.2 kph	7.0
Dong Nai	27/08/2024	29.70 °C	72.0%	0.6 mm	13.0 kph	7.0
Ba Ria Vung Tau	27/08/2024	26.80 °C	83.0%	11.7 mm	23.4 kph	6.0
Tien Giang	27/08/2024	29.50 °C	77.0%	5.2 mm	13.0 kph	7.0
Tay Ninh	27/08/2024	26.30 °C	84.0%	8.7 mm	17.6 kph	6.0
Binh Duong	27/08/2024	28.20 °C	75.0%	1.6 mm	19.8 kph	7.0
Ho Chi Minh City	28/08/2024	27.00 °C	81.0%	10.3 mm	23.4 kph	7.0
Binh Phuoc	28/08/2024	26.50 °C	84.0%	8.1 mm	22.0 kph	6.0
Dong Nai	28/08/2024	30.30 °C	67.0%	0.0 mm	19.1 kph	8.0
Ba Ria Vung Tau	28/08/2024	27.40 °C	80.0%	15.7 mm	34.2 kph	6.0
Tien Giang	28/08/2024	30.40 °C	73.0%	1.1 mm	10.8 kph	8.0
Tay Ninh	28/08/2024	28.20 °C	77.0%	18.5 mm	27.4 kph	7.0
Binh Duong	28/08/2024	28.50 °C	73.0%	1.5 mm	19.8 kph	7.0
Ho Chi Minh City	29/08/2024	25.30 °C	89.0%	15.9 mm	16.2 kph	6.0
Binh Phuoc	29/08/2024	25.00 °C	91.0%	17.3 mm	18.7 kph	6.0
Dong Nai	29/08/2024	30.40 °C	66.0%	0.0 mm	15.8 kph	8.0
Ba Ria Vung Tau	29/08/2024	26.30 °C	85.0%	21.5 mm	28.4 kph	6.0
Tien Giang	29/08/2024	30.80 °C	73.0%	2.6 mm	11.5 kph	8.0
Tay Ninh	29/08/2024	26.40 °C	81.0%	3.8 mm	26.6 kph	6.0
Binh Duong	29/08/2024	28.50 °C	73.0%	2.2 mm	19.4 kph	7.0
Ho Chi Minh City	30/08/2024	25.90 °C	82.0%	1.5 mm	18.0 kph	6.0
Binh Phuoc	30/08/2024	25.60 °C	83.0%	2.9 mm	21.6 kph	6.0
Dong Nai	30/08/2024	30.90 °C	65.0%	0.1 mm	16.2 kph	8.0
Ba Ria Vung Tau	30/08/2024	27.20 °C	77.0%	3.3 mm	36.4 kph	6.0
Tien Giang	30/08/2024	30.90 °C	73.0%	4.7 mm	14.8 kph	8.0
Tay Ninh	30/08/2024	26.30 °C	79.0%	0.3 mm	22.7 kph	6.0
Binh Duong	30/08/2024	28.40 °C	75.0%	4.3 mm	17.6 kph	7.0
Ho Chi Minh City	31/08/2024	27.00 °C	77.0%	6.1 mm	14.8 kph	7.0
Binh Phuoc	31/08/2024	26.70 °C	77.0%	1.7 mm	19.4 kph	7.0
Dong Nai	31/08/2024	29.60 °C	71.0%	4.9 mm	19.1 kph	8.0
Ba Ria Vung Tau	31/08/2024	27.60 °C	76.0%	2.3 mm	27.0 kph	6.0
Tien Giang	31/08/2024	29.40 °C	78.0%	1.5 mm	13.7 kph	7.0
Tay Ninh	31/08/2024	28.10 °C	68.0%	1.6 mm	18.0 kph	7.0
Binh Duong	31/08/2024	28.20 °C	72.0%	0.1 mm	19.1 kph	7.0
Ho Chi Minh City	01/09/2024	25.40 °C	90.0%	23.4 mm	8.6 kph	6.0
Binh Phuoc	01/09/2024	25.20 °C	91.0%	21.6 mm	11.5 kph	6.0
Dong Nai	01/09/2024	28.80 °C	76.0%	6.5 mm	13.0 kph	7.0
Ba Ria Vung Tau	01/09/2024	25.90 °C	88.0%	38.0 mm	18.0 kph	6.0
Tien Giang	01/09/2024	29.60 °C	76.0%	2.8 mm	11.2 kph	7.0
Tay Ninh	01/09/2024	26.10 °C	85.0%	18.3 mm	9.7 kph	6.0
Binh Duong	01/09/2024	28.20 °C	76.0%	0.8 mm	19.1 kph	7.0
Ho Chi Minh City	02/09/2024	25.00 °C	92.0%	9.4 mm	15.1 kph	6.0
Binh Phuoc	02/09/2024	24.50 °C	95.0%	13.8 mm	15.1 kph	6.0
Dong Nai	02/09/2024	28.60 °C	80.0%	4.0 mm	15.8 kph	7.0
Ba Ria Vung Tau	02/09/2024	26.30 °C	86.0%	11.1 mm	23.0 kph	6.0
Tien Giang	02/09/2024	29.70 °C	77.0%	1.5 mm	9.4 kph	7.0
Tay Ninh	02/09/2024	26.90 °C	83.0%	13.2 mm	21.2 kph	7.0
Binh Duong	02/09/2024	28.30 °C	77.0%	0.5 mm	19.1 kph	7.0
Ho Chi Minh City	03/09/2024	25.10 °C	91.0%	12.8 mm	23.0 kph	6.0
Binh Phuoc	03/09/2024	24.70 °C	93.0%	14.5 mm	21.6 kph	6.0
Dong Nai	03/09/2024	28.60 °C	77.0%	1.7 mm	13.7 kph	7.0
Ba Ria Vung Tau	03/09/2024	26.70 °C	84.0%	14.6 mm	30.6 kph	6.0
Tien Giang	03/09/2024	29.80 °C	75.0%	2.6 mm	8.6 kph	8.0
Tay Ninh	03/09/2024	26.10 °C	87.0%	17.4 mm	27.7 kph	6.0
Binh Duong	03/09/2024	27.70 °C	80.0%	10.6 mm	21.6 kph	7.0
Ho Chi Minh City	04/09/2024	27.10 °C	82.0%	7.2 mm	23.0 kph	7.0
Binh Phuoc	04/09/2024	27.30 °C	82.0%	5.2 mm	23.0 kph	7.0
Dong Nai	04/09/2024	29.50 °C	72.0%	0.7 mm	16.6 kph	7.0
Ba Ria Vung Tau	04/09/2024	27.80 °C	81.0%	7.7 mm	28.4 kph	6.0
Tien Giang	04/09/2024	30.60 °C	68.0%	0.0 mm	10.4 kph	9.0
Tay Ninh	04/09/2024	27.20 °C	80.0%	0.1 mm	20.5 kph	6.0
Binh Duong	04/09/2024	27.20 °C	82.0%	27.6 mm	22.0 kph	7.0
Ho Chi Minh City	05/09/2024	26.70 °C	86.0%	13.4 mm	24.8 kph	7.0
Binh Phuoc	05/09/2024	26.70 °C	87.0%	9.7 mm	25.9 kph	6.0
Dong Nai	05/09/2024	29.70 °C	69.0%	2.3 mm	18.4 kph	8.0
Ba Ria Vung Tau	05/09/2024	27.50 °C	84.0%	8.7 mm	31.7 kph	6.0
Tien Giang	05/09/2024	31.00 °C	69.0%	1.6 mm	13.7 kph	8.0
Tay Ninh	05/09/2024	27.60 °C	79.0%	1.7 mm	31.0 kph	7.0
Binh Duong	05/09/2024	28.40 °C	76.0%	1.9 mm	19.1 kph	7.0
Ho Chi Minh City	06/09/2024	26.90 °C	84.0%	7.7 mm	22.7 kph	6.0
Binh Phuoc	06/09/2024	26.40 °C	87.0%	15.9 mm	20.9 kph	6.0
Dong Nai	06/09/2024	30.30 °C	67.0%	5.3 mm	17.3 kph	8.0
Ba Ria Vung Tau	06/09/2024	27.40 °C	83.0%	13.7 mm	35.6 kph	6.0
Tien Giang	06/09/2024	31.20 °C	67.0%	2.2 mm	18.4 kph	8.0
Tay Ninh	06/09/2024	28.70 °C	69.0%	1.3 mm	31.7 kph	7.0
Binh Duong	06/09/2024	29.40 °C	69.0%	0.2 mm	14.0 kph	7.0
Ho Chi Minh City	07/09/2024	27.50 °C	82.0%	10.6 mm	23.8 kph	7.0
Binh Phuoc	07/09/2024	27.70 °C	81.0%	4.6 mm	25.9 kph	7.0
Dong Nai	07/09/2024	27.40 °C	83.0%	7.8 mm	20.9 kph	6.0
Ba Ria Vung Tau	07/09/2024	28.20 °C	80.0%	8.7 mm	33.5 kph	7.0
Tien Giang	07/09/2024	25.40 °C	89.0%	65.9 mm	37.8 kph	6.0
Tay Ninh	07/09/2024	28.50 °C	71.0%	0.0 mm	28.4 kph	7.0
Binh Duong	07/09/2024	29.80 °C	66.0%	0.0 mm	23.8 kph	8.0
Ho Chi Minh City	08/09/2024	27.70 °C	78.0%	1.1 mm	20.9 kph	7.0
Binh Phuoc	08/09/2024	27.80 °C	77.0%	0.6 mm	22.0 kph	7.0
Dong Nai	08/09/2024	29.10 °C	72.0%	0.1 mm	21.2 kph	7.0
Ba Ria Vung Tau	08/09/2024	28.10 °C	79.0%	3.2 mm	27.4 kph	6.0
Tien Giang	08/09/2024	25.70 °C	93.0%	30.0 mm	37.8 kph	6.0
Tay Ninh	08/09/2024	29.30 °C	66.0%	0.1 mm	26.6 kph	7.0
Binh Duong	08/09/2024	29.60 °C	68.0%	0.0 mm	17.6 kph	8.0
Ho Chi Minh City	09/09/2024	28.30 °C	75.0%	0.4 mm	18.4 kph	7.0
Binh Phuoc	09/09/2024	28.00 °C	77.0%	0.5 mm	19.8 kph	7.0
Dong Nai	09/09/2024	28.50 °C	75.0%	1.3 mm	14.8 kph	7.0
Ba Ria Vung Tau	09/09/2024	28.20 °C	78.0%	0.1 mm	25.2 kph	7.0
Tien Giang	09/09/2024	25.70 °C	95.0%	16.9 mm	7.6 kph	6.0
Tay Ninh	09/09/2024	29.50 °C	66.0%	2.1 mm	23.0 kph	7.0
Binh Duong	09/09/2024	28.80 °C	73.0%	2.8 mm	17.6 kph	7.0
Ho Chi Minh City	10/09/2024	28.10 °C	79.0%	1.9 mm	13.3 kph	7.0
Binh Phuoc	10/09/2024	28.00 °C	80.0%	0.8 mm	15.1 kph	7.0
Dong Nai	10/09/2024	26.50 °C	88.0%	18.1 mm	10.8 kph	6.0
Ba Ria Vung Tau	10/09/2024	28.30 °C	81.0%	1.4 mm	24.5 kph	7.0
Tien Giang	10/09/2024	24.90 °C	95.0%	10.4 mm	10.8 kph	6.0
Tay Ninh	10/09/2024	29.00 °C	72.0%	4.7 mm	15.1 kph	7.0
Binh Duong	10/09/2024	26.60 °C	86.0%	12.4 mm	10.4 kph	6.0
Ho Chi Minh City	11/09/2024	25.40 °C	91.0%	27.9 mm	15.5 kph	6.0
Binh Phuoc	11/09/2024	25.70 °C	90.0%	10.8 mm	16.9 kph	6.0
Dong Nai	11/09/2024	27.50 °C	84.0%	10.4 mm	13.0 kph	7.0
Ba Ria Vung Tau	11/09/2024	26.90 °C	84.0%	21.3 mm	27.4 kph	6.0
Tien Giang	11/09/2024	24.30 °C	95.0%	38.0 mm	19.4 kph	6.0
Tay Ninh	11/09/2024	26.40 °C	84.0%	7.3 mm	14.8 kph	6.0
Binh Duong	11/09/2024	26.30 °C	86.0%	8.2 mm	10.8 kph	6.0
Ho Chi Minh City	12/09/2024	26.70 °C	87.0%	15.0 mm	14.0 kph	7.0
Binh Phuoc	12/09/2024	26.30 °C	90.0%	14.7 mm	13.3 kph	6.0
Dong Nai	12/09/2024	25.80 °C	89.0%	5.6 mm	6.5 kph	6.0
Ba Ria Vung Tau	12/09/2024	27.00 °C	86.0%	21.3 mm	24.5 kph	6.0
Tien Giang	12/09/2024	24.60 °C	92.0%	37.5 mm	14.8 kph	6.0
Tay Ninh	12/09/2024	27.30 °C	83.0%	8.6 mm	12.6 kph	6.0
Binh Duong	12/09/2024	27.30 °C	82.0%	6.4 mm	13.0 kph	7.0
Ho Chi Minh City	13/09/2024	25.70 °C	91.0%	18.8 mm	15.1 kph	6.0
Binh Phuoc	13/09/2024	25.60 °C	92.0%	21.4 mm	17.3 kph	6.0
Dong Nai	13/09/2024	26.80 °C	83.0%	5.8 mm	11.2 kph	7.0
Ba Ria Vung Tau	13/09/2024	26.50 °C	87.0%	30.8 mm	25.2 kph	6.0
Tien Giang	13/09/2024	27.40 °C	82.0%	7.5 mm	11.2 kph	7.0
Tay Ninh	13/09/2024	27.50 °C	81.0%	15.2 mm	20.2 kph	6.0
Binh Duong	13/09/2024	27.20 °C	83.0%	19.1 mm	13.0 kph	7.0
Ho Chi Minh City	14/09/2024	26.00 °C	88.0%	6.7 mm	18.4 kph	6.0
Binh Phuoc	14/09/2024	25.90 °C	89.0%	7.4 mm	19.8 kph	6.0
Dong Nai	14/09/2024	27.30 °C	79.0%	2.9 mm	11.5 kph	7.0
Ba Ria Vung Tau	14/09/2024	26.60 °C	87.0%	14.2 mm	29.9 kph	6.0
Tien Giang	14/09/2024	28.70 °C	78.0%	1.8 mm	11.5 kph	7.0
Tay Ninh	14/09/2024	26.80 °C	81.0%	2.9 mm	27.4 kph	6.0
Binh Duong	14/09/2024	26.70 °C	84.0%	14.1 mm	9.4 kph	6.0
Ho Chi Minh City	15/09/2024	26.80 °C	85.0%	12.1 mm	19.4 kph	7.0
Binh Phuoc	15/09/2024	26.60 °C	87.0%	17.0 mm	18.7 kph	7.0
Dong Nai	15/09/2024	28.20 °C	75.0%	0.1 mm	13.7 kph	8.0
Ba Ria Vung Tau	15/09/2024	27.00 °C	86.0%	22.9 mm	28.8 kph	6.0
Tien Giang	15/09/2024	28.60 °C	81.0%	9.8 mm	10.1 kph	7.0
Tay Ninh	15/09/2024	28.40 °C	73.0%	2.2 mm	22.7 kph	7.0
Binh Duong	15/09/2024	27.20 °C	81.0%	12.4 mm	13.7 kph	7.0
Ho Chi Minh City	16/09/2024	27.10 °C	82.0%	9.3 mm	15.8 kph	7.0
Binh Phuoc	16/09/2024	27.00 °C	83.0%	15.2 mm	20.9 kph	7.0
Dong Nai	16/09/2024	27.80 °C	78.0%	1.7 mm	14.0 kph	7.0
Ba Ria Vung Tau	16/09/2024	27.40 °C	83.0%	18.9 mm	27.0 kph	6.0
Tien Giang	16/09/2024	28.50 °C	78.0%	14.2 mm	11.2 kph	7.0
Tay Ninh	16/09/2024	28.80 °C	70.0%	3.0 mm	19.4 kph	7.0
Binh Duong	16/09/2024	27.20 °C	82.0%	8.6 mm	18.0 kph	7.0
Ho Chi Minh City	17/09/2024	25.90 °C	88.0%	38.2 mm	19.4 kph	6.0
Binh Phuoc	17/09/2024	25.50 °C	90.0%	37.1 mm	19.4 kph	6.0
Dong Nai	17/09/2024	27.40 °C	79.0%	7.6 mm	16.2 kph	7.0
